threads,image,transform,input_path,output_path,status,task_time_seconds
6,img_03_blue-bmp-32-bit,desenfoque_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_03_blue-bmp-32-bit.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_03_blue-bmp-32-bit_dc.bmp,ok,0.001163
6,img_04_bmp_24,inversion_vertical_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_04_bmp_24.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_04_bmp_24_vg.bmp,ok,0.000166
6,img_04_bmp_24,inversion_vertical_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_04_bmp_24.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_04_bmp_24_vc.bmp,ok,0.000147
6,img_04_bmp_24,inversion_horizontal_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_04_bmp_24.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_04_bmp_24_hg.bmp,ok,0.000118
6,img_04_bmp_24,inversion_horizontal_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_04_bmp_24.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_04_bmp_24_hc.bmp,ok,0.000138
6,img_04_bmp_24,desenfoque_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_04_bmp_24.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_04_bmp_24_dg.bmp,ok,0.000349
6,img_04_bmp_24,desenfoque_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_04_bmp_24.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_04_bmp_24_dc.bmp,ok,0.000385
6,img_05_convertico-coffee-bean-24-bit-bmp,inversion_vertical_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_05_convertico-coffee-bean-24-bit-bmp.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_05_convertico-coffee-bean-24-bit-bmp_vg.bmp,ok,0.002022
6,img_05_convertico-coffee-bean-24-bit-bmp,inversion_vertical_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_05_convertico-coffee-bean-24-bit-bmp.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_05_convertico-coffee-bean-24-bit-bmp_vc.bmp,ok,0.001654
6,img_05_convertico-coffee-bean-24-bit-bmp,inversion_horizontal_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_05_convertico-coffee-bean-24-bit-bmp.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_05_convertico-coffee-bean-24-bit-bmp_hg.bmp,ok,0.001693
6,img_05_convertico-coffee-bean-24-bit-bmp,inversion_horizontal_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_05_convertico-coffee-bean-24-bit-bmp.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_05_convertico-coffee-bean-24-bit-bmp_hc.bmp,ok,0.001883
6,img_05_convertico-coffee-bean-24-bit-bmp,desenfoque_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_05_convertico-coffee-bean-24-bit-bmp.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_05_convertico-coffee-bean-24-bit-bmp_dg.bmp,ok,0.009692
6,img_05_convertico-coffee-bean-24-bit-bmp,desenfoque_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_05_convertico-coffee-bean-24-bit-bmp.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_05_convertico-coffee-bean-24-bit-bmp_dc.bmp,ok,0.007646
6,img_06_dots,inversion_vertical_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_06_dots.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_06_dots_vg.bmp,ok,0.000447
6,img_06_dots,inversion_vertical_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_06_dots.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_06_dots_vc.bmp,ok,0.000335
6,img_06_dots,inversion_horizontal_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_06_dots.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_06_dots_hg.bmp,ok,0.000354
6,img_06_dots,inversion_horizontal_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_06_dots.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_06_dots_hc.bmp,ok,0.000307
6,img_06_dots,desenfoque_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_06_dots.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_06_dots_dg.bmp,ok,0.001171
6,img_06_dots,desenfoque_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_06_dots.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_06_dots_dc.bmp,ok,0.001042
6,img_07_greenland_grid_velo,inversion_vertical_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_07_greenland_grid_velo.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_07_greenland_grid_velo_vg.bmp,ok,0.001522
6,img_07_greenland_grid_velo,inversion_vertical_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_07_greenland_grid_velo.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_07_greenland_grid_velo_vc.bmp,ok,0.001417
6,img_07_greenland_grid_velo,inversion_horizontal_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_07_greenland_grid_velo.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_07_greenland_grid_velo_hg.bmp,ok,0.001933
6,img_07_greenland_grid_velo,inversion_horizontal_color,/tmp/img_analyzer_qt5_jhfzoofc/input/img_07_greenland_grid_velo.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_07_greenland_grid_velo_hc.bmp,ok,0.003135
6,img_07_greenland_grid_velo,desenfoque_grises,/tmp/img_analyzer_qt5_jhfzoofc/input/img_07_greenland_grid_velo.bmp,/home/parallels/Documents/act/image_analyzer/output/6_threads/img_07_greenland_grid_velo_dg.bmp,ok,0.007854
